"name"	"dirs"	"files"	"meansize"	"stdev"
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-ip32"	0	5	899.4	380.19
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-ip27"	0	8	897.75	362.49
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-ip22"	0	3	1013.33	342.85
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-generic"	0	12	1252	1403.91
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-excite"	0	6	1197.17	1348.86
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-ev96100"	0	1	1139	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-ev64120"	0	1	1720	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-emma2rh"	0	1	347	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-dec"	0	1	1142	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-db1x00"	0	2	6507	78
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-cobalt"	0	3	1825	1649.63
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-au1x00"	0	12	10834.92	16884.29
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/mach-atlas"	0	1	1798	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/lasat"	0	7	1493.86	2543.12
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/jmr3927"	0	4	7683.25	4609.86
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/it8172"	0	5	5456	3034.72
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/ip32"	0	4	4816.75	3870.74
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/galileo-boards"	0	3	7231.33	9142.32
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/emma2rh"	0	2	7736.5	4334.5
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/dec"	0	20	2436.1	1614.16
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/ddb5xxx"	0	2	10024.5	1593.5
"/local/scratch/rgr22/linux-2.6.18/include/asm-mips/arc"	0	2	2782	514
"/local/scratch/rgr22/linux-2.6.18/include/asm-m68knommu"	0	138	4030.62	11056.74
"/local/scratch/rgr22/linux-2.6.18/include/asm-m68k"	0	163	2585.65	3318.62
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r"	5	101	2350.14	3676.64
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r/opsput"	0	3	5004	4138.8
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r/mappi3"	0	1	4575	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r/mappi2"	0	1	4867	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r/m32700ut"	0	3	5723	3872.23
"/local/scratch/rgr22/linux-2.6.18/include/asm-m32r/m32104ut"	0	1	5678	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-ia64"	1	136	3501.06	5988.51
"/local/scratch/rgr22/linux-2.6.18/include/asm-ia64/sn"	1	35	11778.06	22730.53
"/local/scratch/rgr22/linux-2.6.18/include/asm-ia64/sn/sn2"	0	1	7075	0
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386"	8	155	2940.5	3961.9
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-voyager"	0	4	1012.5	794.05
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-visws"	0	10	1425.1	1027.82
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-summit"	0	6	1926.17	2254.69
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-numaq"	0	6	1100.5	1220.42
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-generic"	0	6	484.17	431
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-es7000"	0	6	1437.17	1627.18
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-default"	0	20	1176.2	921.31
"/local/scratch/rgr22/linux-2.6.18/include/asm-i386/mach-bigsmp"	0	4	1090.25	1382.03
"/local/scratch/rgr22/linux-2.6.18/include/asm-h8300"	0	102	1295.86	2200.12
"/local/scratch/rgr22/linux-2.6.18/include/asm-generic"	1	49	2391.69	2578.56
"/local/scratch/rgr22/linux-2.6.18/include/asm-generic/bitops"	0	15	1157.67	1411.64
"/local/scratch/rgr22/linux-2.6.18/include/asm-frv"	0	114	2319.06	3358.24
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris"	2	94	1454.56	2280.22
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v32"	1	31	2609.48	3731.2
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v32/hwregs"	2	28	6831.25	4134.71
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v32/hwregs/iop"	1	23	12113.87	10454.38
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v32/hwregs/iop/asm"	0	21	21623.81	27787.43
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v32/hwregs/asm"	0	25	10335.8	8012.39
"/local/scratch/rgr22/linux-2.6.18/include/asm-cris/arch-v10"	0	29	12871.86	54203.73
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm26"	0	110	1987.88	3133.71
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm"	28	124	2439.31	3525.56
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/mach"	0	12	1234.42	625.91
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/hardware"	0	26	3044.42	3573.71
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-versatile"	0	12	3598	6299.78
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-shark"	0	11	620.27	381.51
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-sa1100"	0	29	7964.14	21471.22
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-s3c2410"	0	54	3336.87	5630.45
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-rpc"	0	12	1744.67	1938.94
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-realview"	0	13	2692.92	4578.3
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-pxa"	0	35	5688.03	20610.14
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-pnx4008"	0	17	2281	2085.05
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-omap"	0	56	3560.02	3593.01
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-netx"	0	16	2231.13	4036.31
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-lh7a40x"	0	15	2401.93	2502.32
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-l7200"	0	21	1728.1	1397.2
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ixp4xx"	0	19	3398.95	6075.93
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ixp23xx"	0	15	2320.27	3715.51
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ixp2000"	0	17	2940.65	4263.13
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-iop3xx"	0	19	2939.84	5522.09
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-integrator"	0	17	2177.47	4112.2
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-imx"	0	17	3021.71	6441.14
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-h720x"	0	14	1700.43	1588.78
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ep93xx"	0	16	1215.31	1489.33
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ebsa285"	0	11	1520.64	977.73
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-ebsa110"	0	11	882.27	556.52
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-clps711x"	0	14	2047.64	1575.87
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-cl7500"	0	13	1140.15	1721.61
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-at91rm9200"	0	23	4241.22	4685.75
"/local/scratch/rgr22/linux-2.6.18/include/asm-arm/arch-aaec2000"	0	13	1540.62	2193.53
"/local/scratch/rgr22/linux-2.6.18/include/asm-alpha"	0	127	3454.46	4801.94
"/local/scratch/rgr22/linux-2.6.18/include/acpi"	1	37	11353.62	8675.59
"/local/scratch/rgr22/linux-2.6.18/include/acpi/platform"	0	3	6232.33	3692.94
"/local/scratch/rgr22/linux-2.6.18/fs"	56	64	22576.55	21130.29
"/local/scratch/rgr22/linux-2.6.18/fs/xfs"	3	107	23030.61	32991.66
"/local/scratch/rgr22/linux-2.6.18/fs/xfs/support"	0	8	2875.5	1816.07
"/local/scratch/rgr22/linux-2.6.18/fs/xfs/quota"	0	12	19462.08	20461.66
"/local/scratch/rgr22/linux-2.6.18/fs/xfs/linux-2.6"	0	39	8270.36	10403.8
"/local/scratch/rgr22/linux-2.6.18/fs/vfat"	0	2	12289	12182
"/local/scratch/rgr22/linux-2.6.18/fs/ufs"	0	14	11953.07	11289.93
"/local/scratch/rgr22/linux-2.6.18/fs/udf"	0	24	11897.88	14805.97
"/local/scratch/rgr22/linux-2.6.18/fs/sysv"	0	14	6142.36	4174.86
"/local/scratch/rgr22/linux-2.6.18/fs/sysfs"	0	9	5344.33	4429.71
"/local/scratch/rgr22/linux-2.6.18/fs/smbfs"	0	16	11689.75	20255.3
"/local/scratch/rgr22/linux-2.6.18/fs/romfs"	0	2	7950.5	7836.5
"/local/scratch/rgr22/linux-2.6.18/fs/reiserfs"	0	27	31945.15	31984.45
"/local/scratch/rgr22/linux-2.6.18/fs/ramfs"	0	5	3083.6	3021.16
"/local/scratch/rgr22/linux-2.6.18/fs/qnx4"	0	9	3614.33	4549.4
"/local/scratch/rgr22/linux-2.6.18/fs/proc"	0	18	9847.83	13040.96
"/local/scratch/rgr22/linux-2.6.18/fs/partitions"	0	30	4949.17	8422.83
"/local/scratch/rgr22/linux-2.6.18/fs/openpromfs"	0	2	4813	4676
"/local/scratch/rgr22/linux-2.6.18/fs/ocfs2"	2	52	12711.85	17629.56
"/local/scratch/rgr22/linux-2.6.18/fs/ocfs2/dlm"	0	21	17824.38	22859.63
"/local/scratch/rgr22/linux-2.6.18/fs/ocfs2/cluster"	0	19	8891.42	14800.37
"/local/scratch/rgr22/linux-2.6.18/fs/ntfs"	0	46	23890.2	33471.61
"/local/scratch/rgr22/linux-2.6.18/fs/nls"	0	43	73746.72	193364.7
"/local/scratch/rgr22/linux-2.6.18/fs/nfsd"	0	23	20140.96	20554.25
"/local/scratch/rgr22/linux-2.6.18/fs/nfs_common"	0	2	3288.5	3135.5
"/local/scratch/rgr22/linux-2.6.18/fs/nfs"	0	35	19600.89	25391.1
"/local/scratch/rgr22/linux-2.6.18/fs/ncpfs"	0	15	10761.27	11388.63
"/local/scratch/rgr22/linux-2.6.18/fs/msdos"	0	2	8513	8402
"/local/scratch/rgr22/linux-2.6.18/fs/minix"	0	10	5382.5	4782.91
"/local/scratch/rgr22/linux-2.6.18/fs/lockd"	0	13	10862.92	6000.31
"/local/scratch/rgr22/linux-2.6.18/fs/jfs"	0	45	18920.56	29730.54
"/local/scratch/rgr22/linux-2.6.18/fs/jffs2"	0	47	12008.15	12028.32
"/local/scratch/rgr22/linux-2.6.18/fs/jffs"	0	8	22667.63	32124.75
"/local/scratch/rgr22/linux-2.6.18/fs/jbd"	0	7	28607.43	21061.45
"/local/scratch/rgr22/linux-2.6.18/fs/isofs"	0	12	7961.92	9928.86
"/local/scratch/rgr22/linux-2.6.18/fs/hugetlbfs"	0	2	10011	9899
"/local/scratch/rgr22/linux-2.6.18/fs/hppfs"	0	2	8739.5	8586.5
"/local/scratch/rgr22/linux-2.6.18/fs/hpfs"	0	16	10659.25	7495.73
"/local/scratch/rgr22/linux-2.6.18/fs/hostfs"	0	4	8709.25	8559.4
"/local/scratch/rgr22/linux-2.6.18/fs/hfsplus"	0	19	14751.68	25694.36
"/local/scratch/rgr22/linux-2.6.18/fs/hfs"	0	20	7590.15	4532.74
"/local/scratch/rgr22/linux-2.6.18/fs/fuse"	0	7	15902.14	10504.72
"/local/scratch/rgr22/linux-2.6.18/fs/freevxfs"	0	15	5153.33	2531.43
"/local/scratch/rgr22/linux-2.6.18/fs/fat"	0	7	15276.86	13490.87
"/local/scratch/rgr22/linux-2.6.18/fs/ext3"	0	22	19619.09	27423.25
"/local/scratch/rgr22/linux-2.6.18/fs/ext2"	0	21	9723.71	11742.05
"/local/scratch/rgr22/linux-2.6.18/fs/exportfs"	0	2	7378.5	7257.5
"/local/scratch/rgr22/linux-2.6.18/fs/efs"	0	7	3538.43	3250.13
"/local/scratch/rgr22/linux-2.6.18/fs/devpts"	0	2	2786.5	2646.5
"/local/scratch/rgr22/linux-2.6.18/fs/debugfs"	0	3	6596.33	4659.14
"/local/scratch/rgr22/linux-2.6.18/fs/cramfs"	0	4	5608	5484.26
"/local/scratch/rgr22/linux-2.6.18/fs/configfs"	0	8	8223.38	7644.8
"/local/scratch/rgr22/linux-2.6.18/fs/coda"	0	13	6946.46	6876.92
"/local/scratch/rgr22/linux-2.6.18/fs/cifs"	0	45	21194.98	29635.12
"/local/scratch/rgr22/linux-2.6.18/fs/bfs"	0	5	5239.6	4359.35
"/local/scratch/rgr22/linux-2.6.18/fs/befs"	0	18	5710.72	7745.02
"/local/scratch/rgr22/linux-2.6.18/fs/autofs4"	0	8	7783.25	6972.92
"/local/scratch/rgr22/linux-2.6.18/fs/autofs"	0	8	5022	4449.67
"/local/scratch/rgr22/linux-2.6.18/fs/afs"	0	36	7114.19	6732.36
"/local/scratch/rgr22/linux-2.6.18/fs/affs"	0	11	9535.73	6120.79
"/local/scratch/rgr22/linux-2.6.18/fs/adfs"	0	11	5076.36	3982.62
"/local/scratch/rgr22/linux-2.6.18/fs/9p"	0	24	6753.08	7073.06
"/local/scratch/rgr22/linux-2.6.18/drivers"	59	2	1793	564
"/local/scratch/rgr22/linux-2.6.18/drivers/zorro"	0	10	3633.1	4226.92
"/local/scratch/rgr22/linux-2.6.18/drivers/w1"	2	12	4820.33	6225.07
"/local/scratch/rgr22/linux-2.6.18/drivers/w1/slaves"	0	5	3163	2747.16
"/local/scratch/rgr22/linux-2.6.18/drivers/w1/masters"	0	5	8478	7905.45
"/local/scratch/rgr22/linux-2.6.18/drivers/video"	15	107	22453.92	21269.97
"/local/scratch/rgr22/linux-2.6.18/drivers/video/sis"	0	19	54531.16	83283.59
"/local/scratch/rgr22/linux-2.6.18/drivers/video/savage"	0	5	17088.6	24194.82
"/local/scratch/rgr22/linux-2.6.18/drivers/video/riva"	0	11	37149.27	54211.81
"/local/scratch/rgr22/linux-2.6.18/drivers/video/pnx4008"	0	6	6295.5	6620.2
"/local/scratch/rgr22/linux-2.6.18/drivers/video/nvidia"	0	12	13065.5	14984.89
"/local/scratch/rgr22/linux-2.6.18/drivers/video/mbx"	0	5	9046.6	6103.23
"/local/scratch/rgr22/linux-2.6.18/drivers/video/matrox"	0	20	14784.9	18712.82
"/local/scratch/rgr22/linux-2.6.18/drivers/video/logo"	0	17	47188.12	35837
"/local/scratch/rgr22/linux-2.6.18/drivers/video/kyro"	0	8	8511.13	6759.13
"/local/scratch/rgr22/linux-2.6.18/drivers/video/intelfb"	0	5	22713.6	19252.86
"/local/scratch/rgr22/linux-2.6.18/drivers/video/i810"	0	9	13430.89	16925.88
"/local/scratch/rgr22/linux-2.6.18/drivers/video/geode"	0	13	4863.69	3692.69
"/local/scratch/rgr22/linux-2.6.18/drivers/video/console"	0	31	34085.65	43900
"/local/scratch/rgr22/linux-2.6.18/drivers/video/backlight"	0	7	4428.14	2474.93
"/local/scratch/rgr22/linux-2.6.18/drivers/video/aty"	0	16	30304.69	33663.25
"/local/scratch/rgr22/linux-2.6.18/drivers/usb"	12	4	4612.75	3135.79
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/storage"	0	36	12116.83	14301.41
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/serial"	0	87	28809.74	29278.23
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/net"	0	18	17822.33	10714.56
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/mon"	0	7	3652.57	4229.56
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/misc"	1	22	113809.95	246802.73
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/misc/sisusbvga"	0	8	25157.88	26102.23
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/input"	0	32	16318	15397.76
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/image"	0	5	10215.6	11611.16
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/host"	0	43	18816.81	22966.87
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/gadget"	0	27	33174.15	30935.39
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/core"	0	22	19417.14	21553.11
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/class"	0	5	14143.4	15612.46
"/local/scratch/rgr22/linux-2.6.18/drivers/usb/atm"	0	8	18896.13	16336.71
"/local/scratch/rgr22/linux-2.6.18/drivers/telephony"	0	7	51457	109869.54
"/local/scratch/rgr22/linux-2.6.18/drivers/tc"	0	10	11522.6	15111.54
"/local/scratch/rgr22/linux-2.6.18/drivers/spi"	0	9	12610.33	10585.04
"/local/scratch/rgr22/linux-2.6.18/drivers/sn"	0	4	8893.25	8718.19
"/local/scratch/rgr22/linux-2.6.18/drivers/sh"	1	1	90	0
"/local/scratch/rgr22/linux-2.6.18/drivers/sh/superhyway"	0	3	2538	2594.92
"/local/scratch/rgr22/linux-2.6.18/drivers/serial"	2	66	24293.44	25169.52
"/local/scratch/rgr22/linux-2.6.18/drivers/serial/jsm"	0	5	16202	13093.27
"/local/scratch/rgr22/linux-2.6.18/drivers/serial/cpm_uart"	0	7	8270.86	10889.38
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi"	11	236	39032.4	67262.04
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/sym53c8xx_2"	0	15	28539.87	35384.4
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/qla2xxx"	0	19	30631.95	29100.53
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/pcmcia"	0	13	10892.77	14739.06
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/megaraid"	0	11	25198.64	30887.3
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/lpfc"	0	20	32182.05	30673.43
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/ibmvscsi"	0	6	11682	16108.52
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/dpt"	0	6	9761.5	4473.28
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/arm"	0	19	15509.63	24266.65
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/aic7xxx_old"	0	8	16394.88	14712.5
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/aic7xxx"	1	42	38683.02	53041.19
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/aic7xxx/aicasm"	0	10	11623.1	11574.29
"/local/scratch/rgr22/linux-2.6.18/drivers/scsi/aacraid"	0	12	23150.42	21115.99
"/local/scratch/rgr22/linux-2.6.18/drivers/sbus"	1	3	3190.67	2681.54
"/local/scratch/rgr22/linux-2.6.18/drivers/sbus/char"	0	23	12950.52	13244.15
"/local/scratch/rgr22/linux-2.6.18/drivers/s390"	6	7	6606.43	4614.11
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/scsi"	0	15	32462.4	40998.5
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/net"	0	29	30553.14	51290.86
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/crypto"	0	5	33406.4	38951.92
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/cio"	0	25	15508.04	20924.92
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/char"	0	40	12706.45	11781.08
"/local/scratch/rgr22/linux-2.6.18/drivers/s390/block"	0	22	16392.45	18666.98
"/local/scratch/rgr22/linux-2.6.18/drivers/rtc"	0	29	7439.17	3752.54
"/local/scratch/rgr22/linux-2.6.18/drivers/rapidio"	1	8	7569	8324.22
"/local/scratch/rgr22/linux-2.6.18/drivers/rapidio/switches"	0	2	1003	936
"/local/scratch/rgr22/linux-2.6.18/drivers/pnp"	3	12	5516.17	4949.91
"/local/scratch/rgr22/linux-2.6.18/drivers/pnp/pnpbios"	0	7	8402.86	6888.78
"/local/scratch/rgr22/linux-2.6.18/drivers/pnp/pnpacpi"	0	5	6569.2	9387.86
"/local/scratch/rgr22/linux-2.6.18/drivers/pnp/isapnp"	0	5	6824.4	10446.24
"/local/scratch/rgr22/linux-2.6.18/drivers/pcmcia"	0	66	10898.12	10436.31
"/local/scratch/rgr22/linux-2.6.18/drivers/pci"	2	25	11090.92	13305.24
"/local/scratch/rgr22/linux-2.6.18/drivers/pci/pcie"	0	6	3047.67	3546.05
"/local/scratch/rgr22/linux-2.6.18/drivers/pci/hotplug"	0	49	17908.73	17163.1
"/local/scratch/rgr22/linux-2.6.18/drivers/parport"	0	23	16664.91	21571.71
"/local/scratch/rgr22/linux-2.6.18/drivers/parisc"	0	24	15425.54	17521.82
"/local/scratch/rgr22/linux-2.6.18/drivers/oprofile"	0	13	3398.15	3464.88
"/local/scratch/rgr22/linux-2.6.18/drivers/nubus"	0	4	7983.5	10900.69
"/local/scratch/rgr22/linux-2.6.18/drivers/net"	23	251	41336.99	58886.34
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wireless"	4	48	45448.04	67322.8
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wireless/zd1211rw"	0	20	9109.5	11695.15
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wireless/prism54"	0	16	13364.69	17700.16
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wireless/hostap"	0	20	26596.65	31183.69
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wireless/bcm43xx"	0	29	15460.48	24961
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wan"	1	44	21268.84	22091.11
"/local/scratch/rgr22/linux-2.6.18/drivers/net/wan/lmc"	0	11	12858.36	19244.72
"/local/scratch/rgr22/linux-2.6.18/drivers/net/tulip"	0	19	35668.11	37840.95
"/local/scratch/rgr22/linux-2.6.18/drivers/net/tokenring"	0	22	40636.18	46306.99
"/local/scratch/rgr22/linux-2.6.18/drivers/net/skfp"	1	19	23255.74	20673.01
"/local/scratch/rgr22/linux-2.6.18/drivers/net/skfp/h"	0	20	12456.2	17912.78
"/local/scratch/rgr22/linux-2.6.18/drivers/net/sk98lin"	1	17	52394.18	57573.2
"/local/scratch/rgr22/linux-2.6.18/drivers/net/sk98lin/h"	0	23	14468.83	22691.69
"/local/scratch/rgr22/linux-2.6.18/drivers/net/phy"	0	13	5768.92	5481.74
"/local/scratch/rgr22/linux-2.6.18/drivers/net/pcmcia"	0	13	34572.62	22728.08
"/local/scratch/rgr22/linux-2.6.18/drivers/net/myri10ge"	0	4	22120.5	34262.26
"/local/scratch/rgr22/linux-2.6.18/drivers/net/ixp2000"	0	16	4013.06	3145.69
